attribute,count
AC0G,2
block,48686
callsign,20690
center_frequencies,48321
end_index,48686
end_unix,48686
end_utc,48686
grid_square,20690
KA9Q_0_WWV_IQ,2
lat,48321
length,48686
long,48321
receiver_name,20690
sample,48686
sample_rate_denominator,48366
sample_rate_numerator,48366
samples_per_second,48366
start_index,48686
start_unix,48686
start_utc,48686
station,48686
uuid_str,48321
