S000004,,2022-07-07T15:15:32.000000Z,2024-06-15T14:09:00.000000Z,0.0,0.0,
S000028,,2023-08-07T15:53:49.400000Z,2025-08-18T23:59:47.400000Z,41.3542,-75.625,
